"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Sdk22"	6.721821736146e-40	1.13933618361612	0.404	0.12	1.70754437563317e-35	"E5Sulf1"	"Sdk2"
"Nkain22"	3.792585788638e-39	0.726852156158023	0.928	0.79	9.63430567887712e-35	"E5Sulf1"	"Nkain2"
"Gm289283"	1.07350808054432e-38	0.757020870867575	0.91	0.751	2.72703257700673e-34	"E5Sulf1"	"Gm28928"
"Cntnap42"	1.96856739308005e-37	0.947111621733703	0.327	0.084	5.00075174864126e-33	"E5Sulf1"	"Cntnap4"
"Mctp1"	2.48700209084862e-36	1.08403755981671	0.664	0.351	6.31773141138276e-32	"E5Sulf1"	"Mctp1"
"A830018L16Rik"	1.5255576851508e-35	0.941044788157815	0.646	0.32	3.87537418758857e-31	"E5Sulf1"	"A830018L16Rik"
"Ryr31"	4.33721897224512e-35	0.949166471145638	0.556	0.233	1.10178373551943e-30	"E5Sulf1"	"Ryr3"
"Frmpd4"	3.56096050837897e-32	0.898014392123298	0.803	0.615	9.0459079794351e-28	"E5Sulf1"	"Frmpd4"
"Fam155a2"	1.09548885625848e-30	0.59547313101708	0.919	0.816	2.78287034155343e-26	"E5Sulf1"	"Fam155a"
"Pde1a2"	3.20269762449365e-29	0.80135083449933	0.74	0.494	8.13581277550121e-25	"E5Sulf1"	"Pde1a"
"Inpp4b1"	1.51264448117683e-27	1.04276794232027	0.278	0.079	3.84257077553351e-23	"E5Sulf1"	"Inpp4b"
"Ahi1"	3.53943115757188e-27	0.63154118225735	0.915	0.773	8.99121696957985e-23	"E5Sulf1"	"Ahi1"
"Asic2"	4.20748896142631e-27	0.612485599562932	0.906	0.748	1.06882842087113e-22	"E5Sulf1"	"Asic2"
"Nr4a2"	1.45722832344957e-26	0.556359036151138	0.13	0.021	3.70179711005894e-22	"E5Sulf1"	"Nr4a2"
"Rbm251"	2.06114149869253e-26	0.801024017650108	0.874	0.671	5.23591774912864e-22	"E5Sulf1"	"Rbm25"
"Grik41"	1.76872081046314e-23	0.781740934457705	0.359	0.133	4.49308147481951e-19	"E5Sulf1"	"Grik4"
"Pcsk51"	2.11014416508761e-23	0.938824942593582	0.283	0.091	5.36039922257206e-19	"E5Sulf1"	"Pcsk5"
"Mmp16"	3.3241707824829e-23	0.851876786622916	0.646	0.422	8.44439103874132e-19	"E5Sulf1"	"Mmp16"
"Zfpm2"	6.28006079210777e-23	0.760834128457802	0.457	0.2	1.59532384301914e-18	"E5Sulf1"	"Zfpm2"
"Tle41"	2.99850363179057e-21	0.638344735035887	0.26	0.081	7.61709877583759e-17	"E5Sulf1"	"Tle4"
"Igsf211"	4.81388644647381e-21	0.863509534442236	0.256	0.081	1.22287157399774e-16	"E5Sulf1"	"Igsf21"
"Nfib1"	1.20190530121058e-20	0.676659547846656	0.525	0.268	3.05320003666524e-16	"E5Sulf1"	"Nfib"
"Cdh131"	3.89523350113558e-20	0.90408722419166	0.422	0.194	9.89506166293471e-16	"E5Sulf1"	"Cdh13"
"Cpa6"	1.44225779377293e-18	0.825137223442826	0.175	0.048	3.66376747352139e-14	"E5Sulf1"	"Cpa6"
"Pde4d2"	1.62698215111612e-18	0.528934639453834	0.807	0.691	4.13302275848028e-14	"E5Sulf1"	"Pde4d"
"Mgat4c1"	5.53202685996931e-18	0.715887501309206	0.565	0.336	1.405300783238e-13	"E5Sulf1"	"Mgat4c"
"Dtnb"	7.62674713244352e-18	0.702035041758996	0.444	0.216	1.93742257405463e-13	"E5Sulf1"	"Dtnb"
"Tenm11"	1.43664750631581e-17	0.714346869573874	0.534	0.301	3.64951566029406e-13	"E5Sulf1"	"Tenm1"
"Pbx11"	2.59005759038046e-17	0.649121689293098	0.596	0.386	6.57952329684349e-13	"E5Sulf1"	"Pbx1"
"Prkce"	3.33640402280489e-17	0.680290381148516	0.619	0.407	8.47546713913126e-13	"E5Sulf1"	"Prkce"
"Hs3st22"	3.47320483640759e-17	0.683848728419002	0.283	0.108	8.82298224592619e-13	"E5Sulf1"	"Hs3st2"
"Slc35f1"	3.63071491947933e-17	0.615386922681338	0.52	0.285	9.22310510995335e-13	"E5Sulf1"	"Slc35f1"
"Htr1f1"	8.74208795976716e-17	0.683631530691019	0.43	0.21	2.22075260441965e-12	"E5Sulf1"	"Htr1f"
"Gabra51"	4.34855762539473e-16	0.612783060972854	0.206	0.067	1.10466409357902e-11	"E5Sulf1"	"Gabra5"
"Myt1l"	4.43120799108895e-16	0.50971839403835	0.794	0.667	1.12565976597633e-11	"E5Sulf1"	"Myt1l"
"Sema5b1"	1.00940766738843e-15	0.651326886459885	0.148	0.04	2.56419829746684e-11	"E5Sulf1"	"Sema5b"
"Csmd21"	1.10305678518252e-15	0.642454077225988	0.61	0.402	2.80209515139915e-11	"E5Sulf1"	"Csmd2"
"Lrp1b"	2.10440492286016e-15	0.465021664012942	0.852	0.815	5.34581982554166e-11	"E5Sulf1"	"Lrp1b"
"Foxp2"	6.19697178381466e-15	0.625266866973862	0.256	0.097	1.57421674224244e-10	"E5Sulf1"	"Foxp2"
"Flna"	1.6339827976017e-14	0.608245052358311	0.256	0.099	4.15080650074759e-10	"E5Sulf1"	"Flna"
"Khdrbs31"	3.09428789316742e-14	0.505912877045288	0.61	0.392	7.86041953501319e-10	"E5Sulf1"	"Khdrbs3"
"Xylt11"	7.73444950441939e-14	0.628302496350213	0.426	0.23	1.96478220760766e-09	"E5Sulf1"	"Xylt1"
"Ptpru1"	1.28844024412961e-13	0.412496542836132	0.175	0.056	3.27302475216246e-09	"E5Sulf1"	"Ptpru"
"Bcl11b2"	1.52232772366011e-13	0.483990892006008	0.161	0.05	3.86716911641377e-09	"E5Sulf1"	"Bcl11b"
"Nhsl2"	2.17918726324202e-13	0.580174936266922	0.22	0.083	5.5357894048137e-09	"E5Sulf1"	"Nhsl2"
"Adgra11"	2.19370633794871e-13	0.582417363616472	0.206	0.075	5.57267221029111e-09	"E5Sulf1"	"Adgra1"
"Ccdc112"	2.7313167018248e-13	0.616277402918435	0.202	0.072	6.93836381764554e-09	"E5Sulf1"	"Ccdc112"
"6530403H02Rik1"	3.24277759672635e-13	0.5489314628925	0.206	0.074	8.23762792896394e-09	"E5Sulf1"	"6530403H02Rik"
"Mdga21"	3.46343609536048e-13	0.430437310000725	0.834	0.766	8.79816671304424e-09	"E5Sulf1"	"Mdga2"
"Dscaml11"	3.86861034504483e-13	0.600808128460967	0.377	0.189	9.82743085951739e-09	"E5Sulf1"	"Dscaml1"
"Col23a1"	9.29646181955427e-13	0.47261301098665	0.135	0.038	2.36158019602137e-08	"E5Sulf1"	"Col23a1"
"Caln11"	2.19613147435327e-12	0.702771612144044	0.359	0.183	5.5788327842996e-08	"E5Sulf1"	"Caln1"
"Plcxd32"	2.45122492924306e-12	0.562737119627572	0.251	0.105	6.22684668775614e-08	"E5Sulf1"	"Plcxd3"
"3110035E14Rik"	2.62358215264583e-12	0.447117743322628	0.359	0.172	6.6646857423662e-08	"E5Sulf1"	"3110035E14Rik"
"Dgkg1"	7.71924182231006e-12	0.530212461914081	0.283	0.127	1.96091900012142e-07	"E5Sulf1"	"Dgkg"
"Nos1ap1"	8.89683592567188e-12	0.581709527437019	0.498	0.311	2.26006323019843e-07	"E5Sulf1"	"Nos1ap"
"Mpped12"	1.96482585501398e-11	0.694423518764678	0.336	0.174	4.99124711949201e-07	"E5Sulf1"	"Mpped1"
"Gm268712"	2.07523692255109e-11	0.549429464193931	0.61	0.458	5.27172435435654e-07	"E5Sulf1"	"Gm26871"
"Kcnip31"	2.38955631142137e-11	0.570683604415765	0.341	0.173	6.0701898979037e-07	"E5Sulf1"	"Kcnip3"
"Ank3"	2.81869146720122e-11	0.342449435857705	0.852	0.723	7.16032193413126e-07	"E5Sulf1"	"Ank3"
"Antxr11"	2.95105756491387e-11	0.630441311837686	0.224	0.093	7.4965715321507e-07	"E5Sulf1"	"Antxr1"
"Gng12"	3.21582991911417e-11	0.435620654897289	0.17	0.06	8.16917274352572e-07	"E5Sulf1"	"Gng12"
"Galnt142"	3.35304029379881e-11	0.437729659516835	0.22	0.089	8.51772825833711e-07	"E5Sulf1"	"Galnt14"
"Agap1"	5.06291067440219e-11	0.474404974387865	0.309	0.147	1.28613119861839e-06	"E5Sulf1"	"Agap1"
"Gria12"	9.53579969403518e-11	0.386528698808626	0.735	0.571	2.42237919627576e-06	"E5Sulf1"	"Gria1"
"St6galnac55"	2.02461680674264e-10	0.518788394700148	0.318	0.161	5.14313407416832e-06	"E5Sulf1"	"St6galnac5"
"Slc8a11"	2.86218687556813e-10	0.425982310072491	0.686	0.584	7.27081332000573e-06	"E5Sulf1"	"Slc8a1"
"Lmo3"	2.95208320136821e-10	0.373344994142566	0.206	0.084	7.49917695643567e-06	"E5Sulf1"	"Lmo3"
"Rbfox1"	2.99938530865238e-10	0.356368739366592	0.87	0.809	7.61933849956965e-06	"E5Sulf1"	"Rbfox1"
"Nfia1"	3.13516931435068e-10	0.382588078098033	0.309	0.151	7.96427060924504e-06	"E5Sulf1"	"Nfia"
"Dmd"	3.20899916384491e-10	0.392328893475478	0.865	0.778	8.15182057591522e-06	"E5Sulf1"	"Dmd"
"Dip2a1"	3.24019381692334e-10	0.295180180913746	0.22	0.091	8.23106435313037e-06	"E5Sulf1"	"Dip2a"
"Etv51"	3.28448477397657e-10	0.432776708117459	0.161	0.059	8.34357667133268e-06	"E5Sulf1"	"Etv5"
"Sez62"	4.45466502002263e-10	0.543993005130058	0.215	0.093	1.13161855503635e-05	"E5Sulf1"	"Sez6"
"Chsy31"	5.104190434059e-10	0.573962229843939	0.529	0.364	1.29661749596401e-05	"E5Sulf1"	"Chsy3"
"Tmem178"	5.19554210602852e-10	0.538717693014603	0.323	0.169	1.31982356119443e-05	"E5Sulf1"	"Tmem178"
"Phactr11"	6.31658453458241e-10	0.289785403122058	0.91	0.864	1.60460196931997e-05	"E5Sulf1"	"Phactr1"
"Prkag22"	6.88553333460836e-10	0.517777661885021	0.413	0.242	1.74913203299056e-05	"E5Sulf1"	"Prkag2"
"Samd51"	7.80493158400036e-10	0.401342438713511	0.17	0.065	1.98268677028361e-05	"E5Sulf1"	"Samd5"
"Srrm41"	8.205842611047e-10	0.662699478162975	0.359	0.203	2.08453019848427e-05	"E5Sulf1"	"Srrm4"
"Olfm31"	1.09355755596284e-09	0.382084766435168	0.287	0.14	2.77796425941241e-05	"E5Sulf1"	"Olfm3"
"Galnt181"	1.17942715766017e-09	0.626214908409759	0.399	0.243	2.99609880860414e-05	"E5Sulf1"	"Galnt18"
"Zfp804a2"	1.63209596218342e-09	0.416397930532633	0.283	0.138	4.14601337273455e-05	"E5Sulf1"	"Zfp804a"
"Garnl3"	1.76940933300306e-09	0.534518317721579	0.552	0.384	4.49483052862767e-05	"E5Sulf1"	"Garnl3"
"Atp2b41"	2.30277255817004e-09	0.309365298843078	0.256	0.118	5.84973312951935e-05	"E5Sulf1"	"Atp2b4"
"Agbl41"	2.4097371329613e-09	0.361798745065123	0.682	0.521	6.12145523886159e-05	"E5Sulf1"	"Agbl4"
"Gas7"	2.50677017160885e-09	0.503756540208598	0.381	0.219	6.36794826693797e-05	"E5Sulf1"	"Gas7"
"Chd5"	2.57181978093951e-09	0.604608066421617	0.372	0.217	6.53319378952063e-05	"E5Sulf1"	"Chd5"
"Slit1"	2.60466101612827e-09	0.446273439830456	0.17	0.068	6.61662037927064e-05	"E5Sulf1"	"Slit1"
"Ptprg1"	2.71618026896928e-09	0.502512295239046	0.457	0.297	6.89991273726267e-05	"E5Sulf1"	"Ptprg"
"Cwh431"	3.24645417314084e-09	0.393272259764624	0.108	0.034	8.24696753602967e-05	"E5Sulf1"	"Cwh43"
"Anks1b1"	3.6174840989761e-09	0.290318537009165	0.852	0.797	9.18949485662898e-05	"E5Sulf1"	"Anks1b"
"Sdk11"	3.73014190305199e-09	0.745251652466892	0.332	0.195	9.47567947632297e-05	"E5Sulf1"	"Sdk1"
"Pclo1"	4.44245595715511e-09	0.502567311100794	0.632	0.501	0.000112851708679611	"E5Sulf1"	"Pclo"
"Pdzrn41"	4.56304735867321e-09	0.581773927556642	0.435	0.274	0.000115915092052376	"E5Sulf1"	"Pdzrn4"
"Rgs91"	5.81879537295449e-09	0.344920502032134	0.126	0.043	0.000147814858859163	"E5Sulf1"	"Rgs9"
"Chd31"	5.87484860907755e-09	0.595512616637177	0.3	0.159	0.000149238779216397	"E5Sulf1"	"Chd3"
"Abcd4"	1.32895306274051e-08	0.419064734531363	0.139	0.052	0.000337593946527971	"E5Sulf1"	"Abcd4"
"Slc35f4"	1.61559401888663e-08	0.457644807821633	0.386	0.229	0.000410409348617771	"E5Sulf1"	"Slc35f4"
"Pde9a2"	2.09364623362409e-08	0.284214109450528	0.121	0.042	0.000531848952727527	"E5Sulf1"	"Pde9a"
"Atp8b1"	2.1486596435575e-08	0.339786533298999	0.112	0.038	0.000545824009252913	"E5Sulf1"	"Atp8b1"
"Ank2"	2.64912459851089e-08	0.345019578157594	0.798	0.724	0.000672957121759721	"E5Sulf1"	"Ank2"
"Sh3gl2"	3.12731662977794e-08	0.385636094554121	0.475	0.31	0.00079443224346249	"E5Sulf1"	"Sh3gl2"
"Ano31"	3.43050272286816e-08	0.464910933312591	0.516	0.371	0.000871450606690199	"E5Sulf1"	"Ano3"
"Fut9"	5.08503393679314e-08	0.425239472542285	0.574	0.435	0.00129175117096356	"E5Sulf1"	"Fut9"
"Map1b"	5.96971843214271e-08	0.468363329567173	0.538	0.381	0.00151648757331721	"E5Sulf1"	"Map1b"
"Sox53"	6.2192298300447e-08	0.433206087847186	0.453	0.297	0.00157987095372625	"E5Sulf1"	"Sox5"
"Srek11"	7.92312267328222e-08	0.522417910772874	0.422	0.264	0.00201271085269388	"E5Sulf1"	"Srek1"
"Lrfn2"	8.68307484567979e-08	0.502203312413494	0.238	0.122	0.00220576150304804	"E5Sulf1"	"Lrfn2"
"Erc2"	1.02385123718804e-07	0.30124699313229	0.861	0.788	0.00260088929782878	"E5Sulf1"	"Erc2"
"Cep112"	1.08717054780666e-07	0.517056952625308	0.291	0.163	0.00276173934259325	"E5Sulf1"	"Cep112"
"Ncoa7"	1.20159129872699e-07	0.548773746024427	0.395	0.258	0.00305240237615617	"E5Sulf1"	"Ncoa7"
"Gucy1a2"	1.41759464352023e-07	0.589305439249856	0.435	0.296	0.00360111567293444	"E5Sulf1"	"Gucy1a2"
"Usp291"	1.45103687356535e-07	0.543615985108806	0.224	0.113	0.00368606896991807	"E5Sulf1"	"Usp29"
"Nfasc"	1.58290896761136e-07	0.457272356060962	0.444	0.301	0.00402106365042314	"E5Sulf1"	"Nfasc"
"Nav2"	1.93962789904724e-07	0.466966528089313	0.628	0.511	0.00492723675194972	"E5Sulf1"	"Nav2"
"Ext11"	2.79248785033985e-07	0.388252905535866	0.538	0.392	0.00709375688621831	"E5Sulf1"	"Ext1"
"Mtmr10"	2.91515852926384e-07	0.347616131220058	0.112	0.042	0.00740537721188893	"E5Sulf1"	"Mtmr10"
"Galnt91"	3.1036028467913e-07	0.563889135275962	0.224	0.115	0.00788408231170395	"E5Sulf1"	"Galnt9"
"Sgcd2"	3.30879269563733e-07	0.418070964097581	0.439	0.286	0.0084053260847275	"E5Sulf1"	"Sgcd"
"Slc24a22"	4.10186791977196e-07	0.341805303193359	0.709	0.594	0.0104199750765967	"E5Sulf1"	"Slc24a2"
"Dscam1"	4.99372637639572e-07	0.326708008440355	0.601	0.465	0.012685563113958	"E5Sulf1"	"Dscam"
"Nrp11"	6.21471539066163e-07	0.505472723597347	0.22	0.116	0.0157872415068977	"E5Sulf1"	"Nrp1"
"Kdm5a"	6.88640942749449e-07	0.578029556761218	0.22	0.116	0.0174935458686642	"E5Sulf1"	"Kdm5a"
"Xkr41"	7.73415729363284e-07	0.363134148932074	0.7	0.606	0.0196470797730155	"E5Sulf1"	"Xkr4"
"Cacna1a1"	7.96239458546149e-07	0.453547009061653	0.628	0.485	0.0202268709654478	"E5Sulf1"	"Cacna1a"
"Hivep1"	8.47374997398534e-07	0.310535555247411	0.166	0.076	0.021525867058915	"E5Sulf1"	"Hivep1"
"Cep250"	9.47068731888617e-07	0.34925916940323	0.166	0.076	0.0240583869961665	"E5Sulf1"	"Cep250"
"Ipcef1"	9.56743418238783e-07	0.276325184692432	0.193	0.092	0.0243041530535198	"E5Sulf1"	"Ipcef1"
"Stxbp21"	1.03814774742589e-06	0.437439485563264	0.22	0.115	0.0263720672278598	"E5Sulf1"	"Stxbp2"
"Arhgap44"	1.19248344159313e-06	0.495288284718652	0.274	0.158	0.0302926568667904	"E5Sulf1"	"Arhgap44"
"Fam65b"	1.41377812574515e-06	0.273735356899898	0.229	0.119	0.035914205728304	"E5Sulf1"	"Fam65b"
"Ctif1"	1.58596678457483e-06	0.441099906223753	0.202	0.104	0.0402883142285543	"E5Sulf1"	"Ctif"
"Slc6a72"	2.0109859332219e-06	0.362586153678827	0.206	0.106	0.051085075661636	"E5Sulf1"	"Slc6a7"
"Fam189a12"	2.13572052774786e-06	0.450798267745119	0.48	0.347	0.0542537085663789	"E5Sulf1"	"Fam189a1"
"Dtd1"	2.17090549744014e-06	0.404005043462541	0.202	0.102	0.0551475123514719	"E5Sulf1"	"Dtd1"
"Neurod2"	2.26533250711926e-06	0.486962572619662	0.161	0.077	0.0575462416783506	"E5Sulf1"	"Neurod2"
"Gm380733"	2.55851703277982e-06	0.356882628444846	0.309	0.183	0.0649940081837059	"E5Sulf1"	"Gm38073"
"Chl1"	3.01823889834146e-06	0.395336314919174	0.265	0.151	0.0766723227345682	"E5Sulf1"	"Chl1"
"Grik5"	3.26179959898407e-06	0.584204531633998	0.453	0.322	0.0828594952129923	"E5Sulf1"	"Grik5"
"Esrrg3"	3.29889474968638e-06	0.255764108373162	0.287	0.163	0.0838018233262832	"E5Sulf1"	"Esrrg"
"Gabrb11"	3.40114432130782e-06	0.344229796243415	0.673	0.591	0.0863992691941825	"E5Sulf1"	"Gabrb1"
"Otud7a"	3.61991880147964e-06	0.27851755429938	0.641	0.532	0.0919567973139873	"E5Sulf1"	"Otud7a"
"Mast1"	4.39120874644949e-06	0.450692276731193	0.211	0.111	0.111549875786056	"E5Sulf1"	"Mast1"
"Syt71"	4.79676595355335e-06	0.452490852427915	0.453	0.323	0.121852245518116	"E5Sulf1"	"Syt7"
"Ighm1"	5.0557742586547e-06	0.418865199602113	0.112	0.046	0.128431833492605	"E5Sulf1"	"Ighm"
"Rbfox3"	5.81754174552899e-06	0.525046315546208	0.525	0.406	0.147783012961673	"E5Sulf1"	"Rbfox3"
"Hs3st51"	6.01163301506401e-06	0.359480284959993	0.233	0.13	0.152713513481671	"E5Sulf1"	"Hs3st5"
"Spon1"	6.2346842600232e-06	0.397443600462563	0.157	0.076	0.158379684257369	"E5Sulf1"	"Spon1"
"Cacna1d"	6.2590043379956e-06	0.448952168303605	0.516	0.396	0.158997487198102	"E5Sulf1"	"Cacna1d"
"Prickle1"	6.49047294800393e-06	0.349823198336406	0.619	0.5	0.164877484298144	"E5Sulf1"	"Prickle1"
"Pde4a2"	6.97970643925837e-06	0.415695272818135	0.269	0.158	0.17730548267648	"E5Sulf1"	"Pde4a"
"Kcnmb4"	8.12821325925967e-06	0.403715943381217	0.126	0.056	0.206481001424973	"E5Sulf1"	"Kcnmb4"
"Rock1"	8.73892617501232e-06	0.530620069078612	0.354	0.245	0.221994941623838	"E5Sulf1"	"Rock1"
"Adcy2"	8.96685925157585e-06	0.332348234669159	0.565	0.438	0.227785125567781	"E5Sulf1"	"Adcy2"
"Smyd31"	9.26891449512805e-06	0.373812299078998	0.336	0.218	0.235458234919738	"E5Sulf1"	"Smyd3"
"Frmd4a1"	9.48012579042681e-06	0.334480588735503	0.65	0.557	0.240823635454212	"E5Sulf1"	"Frmd4a"
"Hk1"	1.01875110350484e-05	0.416987639818857	0.152	0.074	0.258793342823334	"E5Sulf1"	"Hk1"
"Ncam11"	1.09939860220401e-05	0.395482933787103	0.507	0.385	0.279280226917886	"E5Sulf1"	"Ncam1"
"Rab263"	1.2791492931998e-05	0.285850764809113	0.251	0.144	0.324942294951545	"E5Sulf1"	"Rab26"
"Srrm21"	1.29129800060136e-05	0.339394376367911	0.834	0.798	0.328028431092764	"E5Sulf1"	"Srrm2"
"Reep11"	1.36952337933925e-05	0.430007541041929	0.291	0.179	0.347900024053549	"E5Sulf1"	"Reep1"
"Cpe1"	1.39939062907128e-05	0.375329885475836	0.386	0.267	0.355487201502978	"E5Sulf1"	"Cpe"
"Cacna1e"	1.41903272826107e-05	0.360373141641586	0.646	0.546	0.360476883960161	"E5Sulf1"	"Cacna1e"
"Pou6f22"	1.60668846422681e-05	0.443160180564665	0.152	0.076	0.408147070567537	"E5Sulf1"	"Pou6f2"
"Crim11"	1.73749226135787e-05	0.392298519805241	0.13	0.06	0.441375159152739	"E5Sulf1"	"Crim1"
"Igf1r"	1.99101286442786e-05	0.423085329789421	0.274	0.168	0.50577699795061	"E5Sulf1"	"Igf1r"
"Gsg1l1"	2.03299958743412e-05	0.455411185890434	0.188	0.102	0.51644288519589	"E5Sulf1"	"Gsg1l"
"Srrm3"	2.05708323628286e-05	0.373754199778855	0.52	0.399	0.522560854512936	"E5Sulf1"	"Srrm3"
"Sez6l1"	2.05956190695293e-05	0.482180211028628	0.318	0.208	0.523190511223254	"E5Sulf1"	"Sez6l"
"Matk"	2.1958552549005e-05	0.392649720905064	0.78	0.716	0.557813110402374	"E5Sulf1"	"Matk"
"Tshz2"	2.24450596189898e-05	0.491971954346734	0.121	0.056	0.570171849501197	"E5Sulf1"	"Tshz2"
"Grm83"	2.41506999832659e-05	0.473234418605432	0.399	0.29	0.613500231674903	"E5Sulf1"	"Grm8"
"Iqgap1"	2.7357633574006e-05	0.439950609963739	0.184	0.1	0.694965965680474	"E5Sulf1"	"Iqgap1"
"Ksr1"	3.03568407331186e-05	0.467823620282133	0.112	0.051	0.771154825143412	"E5Sulf1"	"Ksr1"
"Cdh111"	3.05211830810446e-05	0.298589166777713	0.502	0.378	0.775329613807776	"E5Sulf1"	"Cdh11"
"Smg9"	3.40593139104492e-05	0.404280673643066	0.157	0.08	0.865208751267141	"E5Sulf1"	"Smg9"
"Sobp"	3.87425350480095e-05	0.432140807077065	0.444	0.334	0.984176617824586	"E5Sulf1"	"Sobp"
"Erdr1"	4.0170863897214e-05	0.610770109021495	0.386	0.276	1	"E5Sulf1"	"Erdr1"
"Sema6d2"	4.73396178224246e-05	0.39314169597172	0.399	0.279	1	"E5Sulf1"	"Sema6d"
"Dync1i11"	5.32800099878201e-05	0.335269830948811	0.462	0.349	1	"E5Sulf1"	"Dync1i1"
"Pcbp3"	5.74419198266594e-05	0.319651780587721	0.17	0.091	1	"E5Sulf1"	"Pcbp3"
"Tanc2"	5.74881725324116e-05	0.292415064265075	0.682	0.615	1	"E5Sulf1"	"Tanc2"
"Neurod6"	5.89486241980458e-05	0.298319380602919	0.139	0.068	1	"E5Sulf1"	"Neurod6"
"Dst"	6.62825579322614e-05	0.287955111462449	0.556	0.433	1	"E5Sulf1"	"Dst"
"Sulf23"	6.64051501349863e-05	0.338482647408393	0.139	0.07	1	"E5Sulf1"	"Sulf2"
"Kcnb1"	6.64185029882731e-05	0.513599268556339	0.188	0.109	1	"E5Sulf1"	"Kcnb1"
"Mast21"	7.07593791435827e-05	0.406730541197544	0.287	0.188	1	"E5Sulf1"	"Mast2"
"Bcl11a1"	7.22023381900004e-05	0.387874383594072	0.368	0.258	1	"E5Sulf1"	"Bcl11a"
"Adrbk22"	7.2965826062169e-05	0.407693328286248	0.202	0.116	1	"E5Sulf1"	"Adrbk2"
"Prkcb2"	7.35160532459689e-05	0.352675640168082	0.565	0.47	1	"E5Sulf1"	"Prkcb"
"Ncoa11"	7.48385173244487e-05	0.425379672187972	0.314	0.214	1	"E5Sulf1"	"Ncoa1"
"Rph3a"	7.83245132741937e-05	0.408673358045831	0.242	0.149	1	"E5Sulf1"	"Rph3a"
"Brinp2"	9.47538837077588e-05	0.349466463835788	0.314	0.211	1	"E5Sulf1"	"Brinp2"
"Spop"	0.000102352978098766	0.275068460361969	0.233	0.139	1	"E5Sulf1"	"Spop"
"Col6a11"	0.000109102167492485	0.467576629748946	0.166	0.091	1	"E5Sulf1"	"Col6a1"
"Pkp41"	0.000119180080143561	0.418879711464964	0.274	0.178	1	"E5Sulf1"	"Pkp4"
"Xpr1"	0.000123671543268433	0.259371367007685	0.193	0.109	1	"E5Sulf1"	"Xpr1"
"5730522E02Rik"	0.000125117107386616	0.320099686795912	0.502	0.39	1	"E5Sulf1"	"5730522E02Rik"
"Svop"	0.00014197890751992	0.497921335292902	0.265	0.172	1	"E5Sulf1"	"Svop"
"Gabrg32"	0.000143419398192047	0.339577066454179	0.529	0.445	1	"E5Sulf1"	"Gabrg3"
"Tmem1171"	0.000146347268392383	0.267047728258977	0.126	0.063	1	"E5Sulf1"	"Tmem117"
"Ube2e2"	0.000150976641532695	0.324635966115577	0.587	0.486	1	"E5Sulf1"	"Ube2e2"
"Rabep1"	0.000156783957744142	0.326530047949273	0.368	0.262	1	"E5Sulf1"	"Rabep1"
"Traf31"	0.000167122469737292	0.338933726582826	0.13	0.067	1	"E5Sulf1"	"Traf3"
"Elavl31"	0.000176532817849715	0.487892825169238	0.318	0.224	1	"E5Sulf1"	"Elavl3"
"Ttbk1"	0.000178661754034406	0.41297730576614	0.135	0.071	1	"E5Sulf1"	"Ttbk1"
"Ptk2"	0.000182274217747504	0.260221036418145	0.516	0.406	1	"E5Sulf1"	"Ptk2"
"Dlgap4"	0.000187757004684108	0.467230209819148	0.318	0.223	1	"E5Sulf1"	"Dlgap4"
"Sema3e2"	0.000222869654682374	0.460184125281501	0.13	0.067	1	"E5Sulf1"	"Sema3e"
"Ldb23"	0.000223083293740516	0.315945705471149	0.336	0.235	1	"E5Sulf1"	"Ldb2"
"Ank"	0.000242220519950831	0.324617087872304	0.26	0.168	1	"E5Sulf1"	"Ank"
"Sltm"	0.000243201608185063	0.331956810123536	0.552	0.457	1	"E5Sulf1"	"Sltm"
"Ulk4"	0.000261657097518601	0.257059530820107	0.184	0.107	1	"E5Sulf1"	"Ulk4"
"B3galt22"	0.000265464230522438	0.313884179036984	0.135	0.07	1	"E5Sulf1"	"B3galt2"
"Fam110b"	0.000277006105818838	0.314458301918771	0.161	0.091	1	"E5Sulf1"	"Fam110b"
"Neto21"	0.00028687704431378	0.265315461877305	0.17	0.097	1	"E5Sulf1"	"Neto2"
"Large1"	0.000297680145848792	0.313516848204905	0.623	0.561	1	"E5Sulf1"	"Large"
"Eml6"	0.000318716173448165	0.363160103714501	0.435	0.334	1	"E5Sulf1"	"Eml6"
"Dok6"	0.000332764715635764	0.348709334392656	0.413	0.316	1	"E5Sulf1"	"Dok6"
"Park21"	0.000372544685475652	0.294644223991957	0.48	0.393	1	"E5Sulf1"	"Park2"
"Chd81"	0.000411134590171953	0.29400498886508	0.291	0.194	1	"E5Sulf1"	"Chd8"
"Map4k3"	0.000418482092406398	0.288502411316251	0.296	0.198	1	"E5Sulf1"	"Map4k3"
"Usp46"	0.000421662047903104	0.296908015611921	0.139	0.076	1	"E5Sulf1"	"Usp46"
"Pdzd4"	0.000441057937620345	0.36485262754568	0.175	0.104	1	"E5Sulf1"	"Pdzd4"
"Rasgef1a"	0.000472272554419774	0.278539809305496	0.359	0.256	1	"E5Sulf1"	"Rasgef1a"
"Adam11"	0.000476330807076105	0.272558069210337	0.242	0.155	1	"E5Sulf1"	"Adam11"
"Srcin1"	0.000476877876039664	0.309768398719093	0.269	0.181	1	"E5Sulf1"	"Srcin1"
